datapoint_id,latitude,longitude,kab_rank,litter_count,date_taken
27,33.138404,-117.133426,1,0,2020-04-10
28,33.128989,-117.139082,1,2,2020-04-10
29,33.107626,-117.171682,2,3,2020-04-10
30,33.13939,-117.143225,1,1,2020-04-10
31,33.138861,-117.18027,1,0,2020-04-10
32,33.120714,-117.166082,1,1,2020-04-10
33,33.142516,-117.188855,1,1,2020-04-10
34,33.096589,-117.196622,1,0,2020-04-10
35,33.133511,-117.1875,1,0,2020-04-10
36,33.121095,-117.166206,1,0,2020-04-10
37,33.142093,-117.125183,1,0,2020-04-10
38,33.168423,-117.152649,1,0,2020-04-10
39,33.119578,-117.178454,1,0,2020-04-10
40,33.136634,-117.172582,1,0,2020-04-10
41,33.141864,-117.15817,1,1,2020-04-10
42,33.159253,-117.203276,1,1,2020-04-10
43,33.150955,-117.144033,1,1,2020-04-10
44,33.131353,-117.200883,1,0,2020-04-10
45,33.1198,-117.186207,1,2,2020-04-10
46,33.151904,-117.134465,1,0,2020-04-10
47,33.122085,-117.17085,1,0,2020-04-10
48,33.13034,-117.179673,1,2,2020-04-10
49,33.127474,-117.14539,1,0,2020-04-10
50,33.148586,-117.189339,1,0,2020-04-10
51,33.12976,-117.179391,1,2,2020-04-10
52,33.120035,-117.179014,1,2,2020-04-10
53,33.123634,-117.17569,1,2,2020-04-10
54,33.163731,-117.155332,1,0,2020-04-10
55,33.163559,-117.155121,1,0,2020-04-10
56,33.139803,-117.180995,2,3,2020-04-10
57,33.159924,-117.155067,1,1,2020-04-10
58,33.113162,-117.163787,1,0,2020-04-10
59,33.144183,-117.153049,1,2,2020-04-10
60,33.127379,-117.165225,1,0,2020-04-10
61,33.139122,-117.144138,1,1,2020-04-10
62,33.17172,-117.160604,1,0,2020-04-10
63,33.152835,-117.195759,1,0,2020-04-10
64,33.107209,-117.167043,2,3,2020-04-10
65,33.153763,-117.149307,1,1,2020-04-10
66,33.150817,-117.161753,1,1,2020-04-10
67,33.094707,-117.207831,1,0,2020-04-10
68,33.12711,-117.192657,1,0,2020-04-10
69,33.120121,-117.179039,1,2,2020-04-10
70,33.115499,-117.226464,1,1,2020-04-10
71,33.095602,-117.209186,1,0,2020-04-10
72,33.136991,-117.147753,1,0,2020-04-10
73,33.107218,-117.172919,1,0,2020-04-10
74,33.155948,-117.161091,1,0,2020-04-10
75,33.126095,-117.183052,1,0,2020-04-10
76,33.149746,-117.201027,1,1,2020-04-10
77,33.135525,-117.131264,1,0,2020-04-10
78,33.120894,-117.165701,1,1,2020-04-10
79,33.1366,-117.118621,1,1,2020-04-10
80,33.186857,-117.156481,1,0,2020-04-10
81,33.0977,-117.211401,1,1,2020-04-10
82,33.09185,-117.193062,1,2,2020-04-10
83,33.15328,-117.171595,1,0,2020-04-10
84,33.146736,-117.183228,1,1,2020-04-10
85,33.128571,-117.178207,3,7,2020-04-10
86,33.17252,-117.155617,1,0,2020-04-10
87,33.128601,-117.219177,1,0,2020-04-10
88,33.119554,-117.14664,1,2,2020-04-10
89,33.13813,-117.190433,1,1,2020-04-10
90,33.131272,-117.228203,1,0,2020-04-10
91,33.150786,-117.144281,1,0,2020-04-10
92,33.137404,-117.159992,1,1,2020-04-10
93,33.128361,-117.222481,1,0,2020-04-10
94,33.156841,-117.158524,1,2,2020-04-10
95,33.14601,-117.133764,1,1,2020-04-10
96,33.153104,-117.170838,1,0,2020-04-10
97,33.12247,-117.172558,1,2,2020-04-10
98,33.138405,-117.160004,1,0,2020-04-10
99,33.109032,-117.225254,1,1,2020-04-10
100,33.139331,-117.142849,2,3,2020-04-10
101,33.131534,-117.228278,1,0,2020-04-10
102,33.17202,-117.155586,1,0,2020-04-10
103,33.139305,-117.17809,1,0,2020-04-10
104,33.138252,-117.116678,1,0,2020-04-10
105,33.140712,-117.161672,1,0,2020-04-10
106,33.137011,-117.147768,1,0,2020-04-10
107,33.116264,-117.163362,1,0,2020-04-10
108,33.127271,-117.165242,1,0,2020-04-10
109,33.16959,-117.152962,1,0,2020-04-10
110,33.122813,-117.165905,1,0,2020-04-10
111,33.136017,-117.136274,1,0,2020-04-10
112,33.127245,-117.174026,1,0,2020-04-10
113,33.158424,-117.148102,1,0,2020-04-10
114,33.160555,-117.151513,1,2,2020-04-10
115,33.151073,-117.139877,1,0,2020-04-10
116,33.144136,-117.201397,1,0,2020-04-10
117,33.12159,-117.16629,1,1,2020-04-10
118,33.118629,-117.165043,1,0,2020-04-10
119,33.138994,-117.140812,1,1,2020-04-10
120,33.138859,-117.145592,1,0,2020-04-10
121,33.13139,-117.228263,1,0,2020-04-10
122,33.142555,-117.190399,1,0,2020-04-10
123,33.116634,-117.145203,1,2,2020-04-11
124,33.14304,-117.166321,2,4,2020-04-11
125,33.129037,-117.179037,1,0,2020-04-11
126,33.132691,-117.126158,1,0,2020-04-11
127,33.102434,-117.22292,1,2,2020-04-11
128,33.099106,-117.213182,1,0,2020-04-11
129,33.138683,-117.217003,1,1,2020-04-11
130,33.120747,-117.221336,1,0,2020-04-11
131,33.128536,-117.184753,1,0,2020-04-11
132,33.122086,-117.165751,1,0,2020-04-11
133,33.111947,-117.225729,1,0,2020-04-11
134,33.094203,-117.20544,1,0,2020-04-11
135,33.123661,-117.19043,1,0,2020-04-11
136,33.147462,-117.186377,1,0,2020-04-11
137,33.147152,-117.181168,1,0,2020-04-11
138,33.146621,-117.133497,1,0,2020-04-11
139,33.142462,-117.155796,1,1,2020-04-11
140,33.144014,-117.197918,1,0,2020-04-11
141,33.151218,-117.166303,2,3,2020-04-11
142,33.147514,-117.197858,1,0,2020-04-11
143,33.157616,-117.146606,1,0,2020-04-11
144,33.134572,-117.127296,1,0,2020-04-11
145,33.147163,-117.122757,1,1,2020-04-11
146,33.132537,-117.151998,1,0,2020-04-11
147,33.154503,-117.140762,1,2,2020-04-11
148,33.143475,-117.180527,1,0,2020-04-11
149,33.14408,-117.201237,1,0,2020-04-11
150,33.134271,-117.156638,1,1,2020-04-11
151,33.153356,-117.189324,1,0,2020-04-11
152,33.094274,-117.204552,1,0,2020-04-11
153,33.100099,-117.221127,2,4,2020-04-11
154,33.133388,-117.156075,1,0,2020-04-11
155,33.107449,-117.165963,1,0,2020-04-11
156,33.107544,-117.171382,1,2,2020-04-11
157,33.136797,-117.173504,1,0,2020-04-11
158,33.164748,-117.188889,1,0,2020-04-11
159,33.183665,-117.155465,1,2,2020-04-11
160,33.099952,-117.215782,1,0,2020-04-11
161,33.144315,-117.191342,1,0,2020-04-11
162,33.09851,-117.200986,1,0,2020-04-11
163,33.131513,-117.223697,2,3,2020-04-11
164,33.143074,-117.198387,1,0,2020-04-11
165,33.164706,-117.188754,1,2,2020-04-11
166,33.121996,-117.162344,1,0,2020-04-11
167,33.099058,-117.213327,1,0,2020-04-11
168,33.116429,-117.225974,1,2,2020-04-11
169,33.107599,-117.171853,1,0,2020-04-11
170,33.149395,-117.181351,1,0,2020-04-11
171,33.135646,-117.194751,1,1,2020-04-11
172,33.117382,-117.225279,1,0,2020-04-11
173,33.102069,-117.181354,1,0,2020-04-11
174,33.137477,-117.177315,1,1,2020-04-11
175,33.103845,-117.178037,1,1,2020-04-11
176,33.094471,-117.207612,1,2,2020-04-11
177,33.129204,-117.222641,1,0,2020-04-11
178,33.141682,-117.190257,1,2,2020-04-11
179,33.130287,-117.221024,1,1,2020-04-11
180,33.150479,-117.203209,1,1,2020-04-11
181,33.151861,-117.161656,1,0,2020-04-11
182,33.145132,-117.173445,1,0,2020-04-11
183,33.128665,-117.113684,1,0,2020-04-11
184,33.129123,-117.214512,1,2,2020-04-11
185,33.133489,-117.155913,1,0,2020-04-11
186,33.149178,-117.209084,2,4,2020-04-11
187,33.151373,-117.189252,1,2,2020-04-11
188,33.155441,-117.197488,1,1,2020-04-11
189,33.138284,-117.133447,2,3,2020-04-11
190,33.14106,-117.122902,1,0,2020-04-11
191,33.108506,-117.164368,1,0,2020-04-11
192,33.125648,-117.218712,1,1,2020-04-11
193,33.154377,-117.189679,1,1,2020-04-11
194,33.186638,-117.15638,1,2,2020-04-11
195,33.127948,-117.197242,1,0,2020-04-11
196,33.146032,-117.190203,1,0,2020-04-11
197,33.147157,-117.135861,1,1,2020-04-11
198,33.141709,-117.190636,1,1,2020-04-11
199,33.136177,-117.132462,1,0,2020-04-11
200,33.134104,-117.153825,1,0,2020-04-11
201,33.129133,-117.151111,1,2,2020-04-11
202,33.160168,-117.180937,1,0,2020-04-11
203,33.117311,-117.177946,1,0,2020-04-11
204,33.127327,-117.190582,1,1,2020-04-11
205,33.128559,-117.184662,1,0,2020-04-11
206,33.104933,-117.225019,1,2,2020-04-11
207,33.123216,-117.174226,1,0,2020-04-11
208,33.127106,-117.193153,1,0,2020-04-11
209,33.135571,-117.150288,1,0,2020-04-11
210,33.122664,-117.228179,1,0,2020-04-11
211,33.136082,-117.132248,1,2,2020-04-11
212,33.126704,-117.226831,1,0,2020-04-11
213,33.122683,-117.164815,1,1,2020-04-11
214,33.155182,-117.177521,1,0,2020-04-11
215,33.123804,-117.145409,1,0,2020-04-11
216,33.140947,-117.162727,1,0,2020-04-11
217,33.128369,-117.222482,1,0,2020-04-11
218,33.12954,-117.228708,2,3,2020-04-11
219,33.102374,-117.185948,1,0,2020-04-11
220,33.142147,-117.190752,1,2,2020-04-11
221,33.140746,-117.202952,1,0,2020-04-11
222,33.110901,-117.225327,1,0,2020-04-11
223,33.125992,-117.174263,1,0,2020-04-11
224,33.142289,-117.140873,1,0,2020-04-11
225,33.143714,-117.203329,1,0,2020-04-11
226,33.1078,-117.165079,1,1,2020-04-11
227,33.09544,-117.195708,1,2,2020-04-11
228,33.131407,-117.204584,1,0,2020-04-11
229,33.126919,-117.187759,1,1,2020-04-11
230,33.148614,-117.188893,1,2,2020-04-11
231,33.157225,-117.2063,1,1,2020-04-11
232,33.156643,-117.132446,1,1,2020-04-11
233,33.156776,-117.145107,1,0,2020-04-11
234,33.097317,-117.198463,1,0,2020-04-11
235,33.100003,-117.220622,1,0,2020-04-11
236,33.120892,-117.190353,1,1,2020-04-11
237,33.116458,-117.163381,1,0,2020-04-11
238,33.154152,-117.176971,1,1,2020-04-11
239,33.122181,-117.179413,1,0,2020-04-11
240,33.145491,-117.133125,1,0,2020-04-11
241,33.121498,-117.178757,1,0,2020-04-11
242,33.128416,-117.150185,1,0,2020-04-11
243,33.142346,-117.188034,1,0,2020-04-11
244,33.104902,-117.225221,2,4,2020-04-11
245,33.1521,-117.180588,1,0,2020-04-11
246,33.145708,-117.190169,1,0,2020-04-11
247,33.116929,-117.225787,1,0,2020-04-11
248,33.13607,-117.134918,1,0,2020-04-11
249,33.152127,-117.189422,1,0,2020-04-11
250,33.141337,-117.161175,1,0,2020-04-11
251,33.123561,-117.175744,1,0,2020-04-11
252,33.119441,-117.222171,1,0,2020-04-11
253,33.157593,-117.178364,1,0,2020-04-11
254,33.141876,-117.187828,1,2,2020-04-11
255,33.102209,-117.180716,1,1,2020-04-11
256,33.122204,-117.191971,2,5,2020-04-11
257,33.12805,-117.142204,1,0,2020-04-11
258,33.157101,-117.13044,1,2,2020-04-11
259,33.100934,-117.205527,1,0,2020-04-11
260,33.140116,-117.150479,1,0,2020-04-11
261,33.139485,-117.151098,1,2,2020-04-11
262,33.145115,-117.185104,1,0,2020-04-11
263,33.143085,-117.164174,1,0,2020-04-11
264,33.129154,-117.214478,1,0,2020-04-11
265,33.12846,-117.221077,1,1,2020-04-11
266,33.104609,-117.225061,1,0,2020-04-11
267,33.152042,-117.12622,1,1,2020-04-11
268,33.099809,-117.214647,2,4,2020-04-11
269,33.146633,-117.138786,1,0,2020-04-11
270,33.114531,-117.226835,1,0,2020-04-11
271,33.12521,-117.188789,1,0,2020-04-11
272,33.12323,-117.219597,1,0,2020-04-11
273,33.1666,-117.1519,1,0,2020-04-11
274,33.137825,-117.194238,1,1,2020-04-11
275,33.142953,-117.13708,1,0,2020-04-11
276,33.181033,-117.156631,1,0,2020-04-11
277,33.131435,-117.201504,1,1,2020-04-11
278,33.1579,-117.206958,1,0,2020-04-11
279,33.140959,-117.164276,1,1,2020-04-11
280,33.15216,-117.180846,1,0,2020-04-11
281,33.140802,-117.203113,1,1,2020-04-11
282,33.115952,-117.144814,1,0,2020-04-11
283,33.17322,-117.159822,1,1,2020-04-11
284,33.129785,-117.179531,1,2,2020-04-11
285,33.132283,-117.210221,1,2,2020-04-11
286,33.120866,-117.169205,1,0,2020-04-11
287,33.117013,-117.163628,2,4,2020-04-11
288,33.158391,-117.149287,2,3,2020-04-11
289,33.170997,-117.160564,1,1,2020-04-11
290,33.145043,-117.146453,2,5,2020-04-11
291,33.116772,-117.145287,1,0,2020-04-11
292,33.152219,-117.197053,1,0,2020-04-11
293,33.131996,-117.213501,1,1,2020-04-11
294,33.151974,-117.143829,1,2,2020-04-11
295,33.120191,-117.220802,2,5,2020-04-11
296,33.152904,-117.195668,1,2,2020-04-11
297,33.137654,-117.159009,1,0,2020-04-11
298,33.122379,-117.223663,1,0,2020-04-11
299,33.114342,-117.226681,1,2,2020-04-11
300,33.143679,-117.190002,1,0,2020-04-11
301,33.142075,-117.187886,1,0,2020-04-11
302,33.146004,-117.19693,1,0,2020-04-11
303,33.116677,-117.163548,2,3,2020-04-11
304,33.121185,-117.169544,1,0,2020-04-11
305,33.153838,-117.189398,1,2,2020-04-11
306,33.154369,-117.140953,1,1,2020-04-11
307,33.142811,-117.189705,2,3,2020-04-11
308,33.121821,-117.162346,1,0,2020-04-11
309,33.154308,-117.141006,1,0,2020-04-11
310,33.137942,-117.194234,3,6,2020-04-11
311,33.131655,-117.223721,1,1,2020-04-11
312,33.155263,-117.161058,1,1,2020-04-11
313,33.129837,-117.218727,1,1,2020-04-11
314,33.133069,-117.146799,1,1,2020-04-11
315,33.146519,-117.198357,1,0,2020-04-11
316,33.148595,-117.188716,1,0,2020-04-11
317,33.123363,-117.179337,1,0,2020-04-11
318,33.099524,-117.199544,1,0,2020-04-11
319,33.140498,-117.136198,1,0,2020-04-11
320,33.142304,-117.189658,1,0,2020-04-11
321,33.143218,-117.189999,2,4,2020-04-11
322,33.134711,-117.127943,1,1,2020-04-11
323,33.13921,-117.216133,3,6,2020-04-11
324,33.107421,-117.170109,1,0,2020-04-11
325,33.153039,-117.144933,1,0,2020-04-11
326,33.134739,-117.197823,1,1,2020-04-11
327,33.135887,-117.200348,1,0,2020-04-11
328,33.10217,-117.180853,1,0,2020-04-11
329,33.138736,-117.134451,2,3,2020-04-11
330,33.102167,-117.18419,1,0,2020-04-11
331,33.116299,-117.144989,1,0,2020-04-11
332,33.121708,-117.169804,1,0,2020-04-11
333,33.091492,-117.192543,2,4,2020-04-11
334,33.146223,-117.1835,1,0,2020-04-11
335,33.125927,-117.19516,1,2,2020-04-11
336,33.127093,-117.192656,1,1,2020-04-11
337,33.129246,-117.21875,1,0,2020-04-11
338,33.101934,-117.191819,1,2,2020-04-11
339,33.136029,-117.192294,1,2,2020-04-11
340,33.141912,-117.159672,1,2,2020-04-11
341,33.15207,-117.197369,1,0,2020-04-11
342,33.136482,-117.19267,1,0,2020-04-11
343,33.108341,-117.164663,1,0,2020-04-11
344,33.139355,-117.215881,1,1,2020-04-11
345,33.107376,-117.165865,1,2,2020-04-11
346,33.137386,-117.135985,1,0,2020-04-11
347,33.143093,-117.180107,1,0,2020-04-11
348,33.127436,-117.170437,1,0,2020-04-11
349,33.132626,-117.187154,1,0,2020-04-11
350,33.146547,-117.181256,1,0,2020-04-11
351,33.130113,-117.228551,1,2,2020-04-11
352,33.130807,-117.219386,1,0,2020-04-11
353,33.142568,-117.190584,1,0,2020-04-11
354,33.102234,-117.180968,1,1,2020-04-11
355,33.146254,-117.183485,1,1,2020-04-11
356,33.158946,-117.149046,1,0,2020-04-11
357,33.130999,-117.201026,1,2,2020-04-11
358,33.13916,-117.142842,1,2,2020-04-11
359,33.117914,-117.146533,1,0,2020-04-11
360,33.135357,-117.185525,1,0,2020-04-11
361,33.122192,-117.223877,1,0,2020-04-11
362,33.096828,-117.196858,1,2,2020-04-11
363,33.131398,-117.208158,1,2,2020-04-11
364,33.108883,-117.164145,1,1,2020-04-11
365,33.145805,-117.183702,1,0,2020-04-11
366,33.144434,-117.172549,1,0,2020-04-11
367,33.136996,-117.174212,2,3,2020-04-11
368,33.149195,-117.188699,2,4,2020-04-11
369,33.148051,-117.188299,1,0,2020-04-11
370,33.148408,-117.188999,1,0,2020-04-11
371,33.14171,-117.211561,1,2,2020-04-11
372,33.150732,-117.160727,1,0,2020-04-11
373,33.128908,-117.138143,1,0,2020-04-11
374,33.137082,-117.179036,2,3,2020-04-11
375,33.122795,-117.190422,1,0,2020-04-11
376,33.142792,-117.180061,1,0,2020-04-11
377,33.100154,-117.216596,1,0,2020-04-11
378,33.133034,-117.21398,1,0,2020-04-11
379,33.136466,-117.194888,1,0,2020-04-11
380,33.150731,-117.160495,1,0,2020-04-11
381,33.118503,-117.146726,1,1,2020-04-11
382,33.138531,-117.219147,1,0,2020-04-11
383,33.125973,-117.218102,1,0,2020-04-11
384,33.127876,-117.17657,1,0,2020-04-11
385,33.139881,-117.1614,1,0,2020-04-11
386,33.131572,-117.180281,1,0,2020-04-11
387,33.150209,-117.149349,1,0,2020-04-11
388,33.13559,-117.154217,1,2,2020-04-11
389,33.142371,-117.188939,1,0,2020-04-11
390,33.120451,-117.165497,1,0,2020-04-11
391,33.143617,-117.154337,1,0,2020-04-11
392,33.120874,-117.165945,1,0,2020-04-11
393,33.150913,-117.139816,1,1,2020-04-11
394,33.139824,-117.144203,1,0,2020-04-11
395,33.150432,-117.144956,1,1,2020-04-11
396,33.142338,-117.138222,1,0,2020-04-11
397,33.127506,-117.173905,1,0,2020-04-11
398,33.124734,-117.145149,1,1,2020-04-11
399,33.11369,-117.226804,1,2,2020-04-11
400,33.139447,-117.143593,1,1,2020-04-11
401,33.123505,-117.192261,1,0,2020-04-11
402,33.127232,-117.165436,1,0,2020-04-11
403,33.127901,-117.142558,1,0,2020-04-11
404,33.126603,-117.145192,1,2,2020-04-11
405,33.156144,-117.129767,1,0,2020-04-11
406,33.122542,-117.173411,2,5,2020-04-11
407,33.129324,-117.151201,1,0,2020-04-11
408,33.160477,-117.154793,1,0,2020-04-11
409,33.1403,-117.20335,1,1,2020-04-11
410,33.141103,-117.161568,1,0,2020-04-11
411,33.142762,-117.155243,2,3,2020-04-11
412,33.132057,-117.18039,1,1,2020-04-11
413,33.141621,-117.185807,1,0,2020-04-11
414,33.121647,-117.169864,1,0,2020-04-11
415,33.136594,-117.171721,2,3,2020-04-11
416,33.133767,-117.125058,1,1,2020-04-11
417,33.142735,-117.155636,2,4,2020-04-11
418,33.142015,-117.159386,1,1,2020-04-11
419,33.164233,-117.188816,1,0,2020-04-11
420,33.145459,-117.133144,1,0,2020-04-11
421,33.127251,-117.186028,1,1,2020-04-11
422,33.149862,-117.188672,1,0,2020-04-11
423,33.115898,-117.144697,1,2,2020-04-11
424,33.127388,-117.174004,1,0,2020-04-11
425,33.136295,-117.192619,1,0,2020-04-11
426,33.138702,-117.179939,1,1,2020-04-11
427,33.141341,-117.161181,1,0,2020-04-11
428,33.139755,-117.177588,1,0,2020-04-11
429,33.147663,-117.191095,1,1,2020-04-11
430,33.151787,-117.194345,1,0,2020-04-11
431,33.145499,-117.189356,1,0,2020-04-11
432,33.140947,-117.190268,1,0,2020-04-11
433,33.159684,-117.160966,1,0,2020-04-11
434,33.133338,-117.129729,1,0,2020-04-11
435,33.133649,-117.120408,1,1,2020-04-11
436,33.148881,-117.196457,1,1,2020-04-11
437,33.14298,-117.191723,1,0,2020-04-11
438,33.144885,-117.146492,1,0,2020-04-11
439,33.124294,-117.177673,1,0,2020-04-11
440,33.139053,-117.145088,1,0,2020-04-11
441,33.125538,-117.183678,1,0,2020-04-11
442,33.141357,-117.171433,1,2,2020-04-11
443,33.127506,-117.18158,1,1,2020-04-11
444,33.127339,-117.170602,1,1,2020-04-11
445,33.130119,-117.221458,1,0,2020-04-11
446,33.142246,-117.160708,1,0,2020-04-11
447,33.149758,-117.190933,1,2,2020-04-11
448,33.122227,-117.145835,1,1,2020-04-11
449,33.138214,-117.116855,2,4,2020-04-11
450,33.120012,-117.165519,1,0,2020-04-11
451,33.173285,-117.159812,1,0,2020-04-11
452,33.132111,-117.213318,1,0,2020-04-11
453,33.110224,-117.225247,1,1,2020-04-11
454,33.126732,-117.194229,1,0,2020-04-11
455,33.12513,-117.177872,1,0,2020-04-11
456,33.151451,-117.181302,1,0,2020-04-11
457,33.139839,-117.177448,2,3,2020-04-11
458,33.107645,-117.171227,1,1,2020-04-11
459,33.142086,-117.189109,1,0,2020-04-11
460,33.136875,-117.148956,1,1,2020-04-11
461,33.151882,-117.143753,1,0,2020-04-11
462,33.123364,-117.145653,1,0,2020-04-11
463,33.127405,-117.165591,1,0,2020-04-11
464,33.121853,-117.1922,1,1,2020-04-11
465,33.13648,-117.192677,1,0,2020-04-11
466,33.127954,-117.197216,1,1,2020-04-11
467,33.185265,-117.154663,1,0,2020-04-11
468,33.128479,-117.219421,1,0,2020-04-11
469,33.141447,-117.161052,1,1,2020-04-11
470,33.12542,-117.188782,2,3,2020-04-11
471,33.130846,-117.200888,1,0,2020-04-11
472,33.14257,-117.190611,1,1,2020-04-11
473,33.142022,-117.189069,3,7,2020-04-11
474,33.143578,-117.191168,1,2,2020-04-11
475,33.123953,-117.219597,1,0,2020-04-11
476,33.151153,-117.19353,1,0,2020-04-11
477,33.132903,-117.212509,1,0,2020-04-11
478,33.136338,-117.181874,1,1,2020-04-11
479,33.099875,-117.20261,1,0,2020-04-11
480,33.144321,-117.173528,1,1,2020-04-11
481,33.156116,-117.205396,1,1,2020-04-11
482,33.131634,-117.200074,1,0,2020-04-11
483,33.139452,-117.180607,1,0,2020-04-11
484,33.107243,-117.168748,2,3,2020-04-11
485,33.134138,-117.125927,1,0,2020-04-11
486,33.1227,-117.165063,1,0,2020-04-11
487,33.129904,-117.18633,1,0,2020-04-11
488,33.155176,-117.138239,1,0,2020-04-11
489,33.140928,-117.161464,1,0,2020-04-11
490,33.129266,-117.228659,1,0,2020-04-11
491,33.100046,-117.216613,1,0,2020-04-11
492,33.124983,-117.165645,1,0,2020-04-11
493,33.180691,-117.156809,1,0,2020-04-11
494,33.173457,-117.159787,1,0,2020-04-11
495,33.121516,-117.165815,1,0,2020-04-11
496,33.148286,-117.133302,1,0,2020-04-11
497,33.102243,-117.187654,1,0,2020-04-11
498,33.131618,-117.199664,1,0,2020-04-11
499,33.100021,-117.216343,1,2,2020-04-11
500,33.131111,-117.159572,1,1,2020-04-11
501,33.141514,-117.135521,1,1,2020-04-11
502,33.124648,-117.178901,1,0,2020-04-11
503,33.142197,-117.157184,1,2,2020-04-11
504,33.141227,-117.161337,1,1,2020-04-11
505,33.133613,-117.152897,1,0,2020-04-11
506,33.125141,-117.176979,2,3,2020-04-11
507,33.147029,-117.136508,1,1,2020-04-11
508,33.12714,-117.191338,1,0,2020-04-11
509,33.140083,-117.161469,1,0,2020-04-11
510,33.135758,-117.134549,1,0,2020-04-11
511,33.154747,-117.177383,1,0,2020-04-11
512,33.133848,-117.191776,1,0,2020-04-11
513,33.146756,-117.122173,1,1,2020-04-11
514,33.150254,-117.188567,1,1,2020-04-11
515,33.130039,-117.218773,1,0,2020-04-11
516,33.131364,-117.159311,1,0,2020-04-11
517,33.091198,-117.192017,2,3,2020-04-11
518,33.122913,-117.219429,1,1,2020-04-11
519,33.145241,-117.14859,2,4,2020-04-11
520,33.139554,-117.183142,1,0,2020-04-11
521,33.101002,-117.196618,1,0,2020-04-11
522,33.15077,-117.192494,1,1,2020-04-11
523,33.120884,-117.146581,1,0,2020-04-11
524,33.102278,-117.18048,1,0,2020-04-11
525,33.136802,-117.172616,1,2,2020-04-11
526,33.145294,-117.148197,2,3,2020-04-11
527,33.122081,-117.16237,1,0,2020-04-11
528,33.133243,-117.146978,1,0,2020-04-11
529,33.155605,-117.19773,1,0,2020-04-11
530,33.140752,-117.165348,1,0,2020-04-11
531,33.119518,-117.164735,1,0,2020-04-11
532,33.160766,-117.151605,1,1,2020-04-11
533,33.128596,-117.178448,1,0,2020-04-11
534,33.099791,-117.20237,1,0,2020-04-11
535,33.094175,-117.206619,1,0,2020-04-11
536,33.102618,-117.179907,1,0,2020-04-11
537,33.13512,-117.178274,1,2,2020-04-11
538,33.13953,-117.152267,1,0,2020-04-11
539,33.139339,-117.140411,1,1,2020-04-11
540,33.177452,-117.145498,1,0,2020-04-11
541,33.134632,-117.153816,1,0,2020-04-11
542,33.149879,-117.149491,1,0,2020-04-11
543,33.132633,-117.212517,1,0,2020-04-11
544,33.139324,-117.189636,1,1,2020-04-11
545,33.144403,-117.172626,1,0,2020-04-11
546,33.134575,-117.181313,1,0,2020-04-11
547,33.144431,-117.198955,1,0,2020-04-11
548,33.143144,-117.164631,2,4,2020-04-11
549,33.127136,-117.191803,1,0,2020-04-11
550,33.127444,-117.172172,1,0,2020-04-11
551,33.115317,-117.22654,2,4,2020-04-11
552,33.13432,-117.15362,1,2,2020-04-11
553,33.121297,-117.178661,1,0,2020-04-11
554,33.14577,-117.189951,1,0,2020-04-11
555,33.120764,-117.187893,1,1,2020-04-11
556,33.131493,-117.21991,1,0,2020-04-11
557,33.127529,-117.147629,1,1,2020-04-11
558,33.133243,-117.120735,1,1,2020-04-11
559,33.120934,-117.192253,1,2,2020-04-11
560,33.141353,-117.171487,1,1,2020-04-11
